;CRYSTAL PALACE AND WROTHAM MASTS
EGR311     N053.17.48.177 W002.56.33.161 N053.17.49.544 W002.56.50.514
EGR311     N053.17.49.544 W002.56.50.514 N053.17.50.000 W002.57.07.999
EGR311     N053.17.50.000 W002.57.07.999 N053.17.49.544 W002.57.25.485
EGR311     N053.17.49.544 W002.57.25.485 N053.17.48.177 W002.57.42.837
EGR311     N053.17.48.177 W002.57.42.837 N053.17.45.911 W002.57.59.925
EGR311     N053.17.45.911 W002.57.59.925 N053.17.42.764 W002.58.16.617
EGR311     N053.17.42.764 W002.58.16.617 N053.17.38.757 W002.58.32.787
EGR311     N053.17.38.757 W002.58.32.787 N053.17.33.923 W002.58.48.312
EGR311     N053.17.33.923 W002.58.48.312 N053.17.28.299 W002.59.03.073
EGR311     N053.17.28.299 W002.59.03.073 N053.17.21.926 W002.59.16.959
EGR311     N053.17.21.926 W002.59.16.959 N053.17.14.853 W002.59.29.863
EGR311     N053.17.14.853 W002.59.29.863 N053.17.07.135 W002.59.41.687
EGR311     N053.17.07.135 W002.59.41.687 N053.16.58.830 W002.59.52.342
EGR311     N053.16.58.830 W002.59.52.342 N053.16.50.000 W003.00.01.746
EGR311     N053.16.50.000 W003.00.01.746 N053.16.40.715 W003.00.09.827
EGR311     N053.16.40.715 W003.00.09.827 N053.16.31.043 W003.00.16.525
EGR311     N053.16.31.043 W003.00.16.525 N053.16.21.059 W003.00.21.788
EGR311     N053.16.21.059 W003.00.21.788 N053.16.10.838 W003.00.25.576
EGR311     N053.16.10.838 W003.00.25.576 N053.16.00.459 W003.00.27.861
EGR311     N053.16.00.459 W003.00.27.861 N053.15.50.000 W003.00.28.624
EGR311     N053.15.50.000 W003.00.28.624 N053.15.39.542 W003.00.27.861
EGR311     N053.15.39.542 W003.00.27.861 N053.15.29.163 W003.00.25.576
EGR311     N053.15.29.163 W003.00.25.576 N053.15.18.942 W003.00.21.788
EGR311     N053.15.18.942 W003.00.21.788 N053.15.08.958 W003.00.16.525
EGR311     N053.15.08.958 W003.00.16.525 N053.14.59.286 W003.00.09.827
EGR311     N053.14.59.286 W003.00.09.827 N053.14.50.000 W003.00.01.746
EGR311     N053.14.50.000 W003.00.01.746 N053.14.41.171 W002.59.52.342
EGR311     N053.14.41.171 W002.59.52.342 N053.14.32.866 W002.59.41.687
EGR311     N053.14.32.866 W002.59.41.687 N053.14.25.148 W002.59.29.863
EGR311     N053.14.25.148 W002.59.29.863 N053.14.18.075 W002.59.16.959
EGR311     N053.14.18.075 W002.59.16.959 N053.14.11.702 W002.59.03.073
EGR311     N053.14.11.702 W002.59.03.073 N053.14.06.077 W002.58.48.312
EGR311     N053.14.06.077 W002.58.48.312 N053.14.01.243 W002.58.32.787
EGR311     N053.14.01.243 W002.58.32.787 N053.13.57.237 W002.58.16.617
EGR311     N053.13.57.237 W002.58.16.617 N053.13.54.089 W002.57.59.925
EGR311     N053.13.54.089 W002.57.59.925 N053.13.51.823 W002.57.42.837
EGR311     N053.13.51.823 W002.57.42.837 N053.13.50.457 W002.57.25.485
EGR311     N053.13.50.457 W002.57.25.485 N053.13.50.000 W002.57.07.999
EGR311     N053.13.50.000 W002.57.07.999 N053.13.50.457 W002.56.50.514
EGR311     N053.13.50.457 W002.56.50.514 N053.13.51.823 W002.56.33.161
EGR311     N053.13.51.823 W002.56.33.161 N053.13.54.089 W002.56.16.074
EGR311     N053.13.54.089 W002.56.16.074 N053.13.57.237 W002.55.59.381
EGR311     N053.13.57.237 W002.55.59.381 N053.14.01.243 W002.55.43.211
EGR311     N053.14.01.243 W002.55.43.211 N053.14.06.077 W002.55.27.687
EGR311     N053.14.06.077 W002.55.27.687 N053.14.11.702 W002.55.12.925
EGR311     N053.14.11.702 W002.55.12.925 N053.14.18.075 W002.54.59.040
EGR311     N053.14.18.075 W002.54.59.040 N053.14.25.148 W002.54.46.136
EGR311     N053.14.25.148 W002.54.46.136 N053.14.32.866 W002.54.34.311
EGR311     N053.14.32.866 W002.54.34.311 N053.14.41.171 W002.54.23.657
EGR311     N053.14.41.171 W002.54.23.657 N053.14.50.000 W002.54.14.253
EGR311     N053.14.50.000 W002.54.14.253 N053.14.59.286 W002.54.06.171
EGR311     N053.14.59.286 W002.54.06.171 N053.15.08.958 W002.53.59.473
EGR311     N053.15.08.958 W002.53.59.473 N053.15.18.942 W002.53.54.210
EGR311     N053.15.18.942 W002.53.54.210 N053.15.29.163 W002.53.50.422
EGR311     N053.15.29.163 W002.53.50.422 N053.15.39.542 W002.53.48.137
EGR311     N053.15.39.542 W002.53.48.137 N053.15.50.000 W002.53.47.374
EGR311     N053.15.50.000 W002.53.47.374 N053.15.50.000 W002.53.47.374
;EGR312
EGR312     N053.46.34.000 W002.44.51.936 N053.46.54.837 W002.44.55.021
EGR312     N053.46.54.837 W002.44.55.021 N053.47.05.058 W002.44.58.855
EGR312     N053.47.05.058 W002.44.58.855 N053.47.15.042 W002.45.04.182
EGR312     N053.47.15.042 W002.45.04.182 N053.47.24.714 W002.45.10.961
EGR312     N053.47.24.714 W002.45.10.961 N053.47.34.000 W002.45.19.141
EGR312     N053.47.34.000 W002.45.19.141 N053.47.42.829 W002.45.28.660
EGR312     N053.47.42.829 W002.45.28.660 N053.47.51.134 W002.45.39.444
EGR312     N053.47.51.134 W002.45.39.444 N053.47.58.852 W002.45.51.412
EGR312     N053.47.58.852 W002.45.51.412 N053.48.05.925 W002.46.04.473
EGR312     N053.48.05.925 W002.46.04.473 N053.48.12.298 W002.46.18.528
EGR312     N053.48.12.298 W002.46.18.528 N053.48.17.923 W002.46.33.468
EGR312     N053.48.17.923 W002.46.33.468 N053.48.22.757 W002.46.49.182
EGR312     N053.48.22.757 W002.46.49.182 N053.48.26.763 W002.47.05.549
EGR312     N053.48.26.763 W002.47.05.549 N053.48.29.911 W002.47.22.444
EGR312     N053.48.29.911 W002.47.22.444 N053.48.32.177 W002.47.39.739
EGR312     N053.48.32.177 W002.47.39.739 N053.48.33.543 W002.47.57.303
EGR312     N053.48.33.543 W002.47.57.303 N053.48.34.000 W002.48.15.001
EGR312     N053.48.34.000 W002.48.15.001 N053.48.33.543 W002.48.32.700
EGR312     N053.48.33.543 W002.48.32.700 N053.48.32.177 W002.48.50.263
EGR312     N053.48.32.177 W002.48.50.263 N053.48.29.911 W002.49.07.558
EGR312     N053.48.29.911 W002.49.07.558 N053.48.26.763 W002.49.24.454
EGR312     N053.48.26.763 W002.49.24.454 N053.48.22.757 W002.49.40.820
EGR312     N053.48.22.757 W002.49.40.820 N053.48.17.923 W002.49.56.534
EGR312     N053.48.17.923 W002.49.56.534 N053.48.12.298 W002.50.11.475
EGR312     N053.48.12.298 W002.50.11.475 N053.48.05.925 W002.50.25.529
EGR312     N053.48.05.925 W002.50.25.529 N053.47.58.852 W002.50.38.590
EGR312     N053.47.58.852 W002.50.38.590 N053.47.51.134 W002.50.50.558
EGR312     N053.47.51.134 W002.50.50.558 N053.47.42.829 W002.51.01.343
EGR312     N053.47.42.829 W002.51.01.343 N053.47.34.000 W002.51.10.861
EGR312     N053.47.34.000 W002.51.10.861 N053.47.24.714 W002.51.19.041
EGR312     N053.47.24.714 W002.51.19.041 N053.47.15.042 W002.51.25.820
EGR312     N053.47.15.042 W002.51.25.820 N053.47.05.058 W002.51.31.147
EGR312     N053.47.05.058 W002.51.31.147 N053.46.54.837 W002.51.34.982
EGR312     N053.46.54.837 W002.51.34.982 N053.46.44.458 W002.51.37.294
EGR312     N053.46.44.458 W002.51.37.294 N053.46.34.000 W002.51.38.067
EGR312     N053.46.34.000 W002.51.38.067 N053.46.23.541 W002.51.37.294
EGR312     N053.46.23.541 W002.51.37.294 N053.46.13.162 W002.51.34.982
EGR312     N053.46.13.162 W002.51.34.982 N053.46.02.941 W002.51.31.147
EGR312     N053.46.02.941 W002.51.31.147 N053.45.52.957 W002.51.25.820
EGR312     N053.45.52.957 W002.51.25.820 N053.45.43.285 W002.51.19.041
EGR312     N053.45.43.285 W002.51.19.041 N053.45.34.000 W002.51.10.861
EGR312     N053.45.34.000 W002.51.10.861 N053.45.25.170 W002.51.01.343
EGR312     N053.45.25.170 W002.51.01.343 N053.45.16.865 W002.50.50.558
EGR312     N053.45.16.865 W002.50.50.558 N053.45.09.147 W002.50.38.590
EGR312     N053.45.09.147 W002.50.38.590 N053.45.02.074 W002.50.25.529
EGR312     N053.45.02.074 W002.50.25.529 N053.44.55.701 W002.50.11.475
EGR312     N053.44.55.701 W002.50.11.475 N053.44.50.077 W002.49.56.534
EGR312     N053.44.50.077 W002.49.56.534 N053.44.45.243 W002.49.40.820
EGR312     N053.44.45.243 W002.49.40.820 N053.44.41.236 W002.49.24.454
EGR312     N053.44.41.236 W002.49.24.454 N053.44.38.089 W002.49.07.558
EGR312     N053.44.38.089 W002.49.07.558 N053.44.35.823 W002.48.50.263
EGR312     N053.44.35.823 W002.48.50.263 N053.44.34.456 W002.48.32.700
EGR312     N053.44.34.456 W002.48.32.700 N053.44.34.000 W002.48.15.001
EGR312     N053.44.34.000 W002.48.15.001 N053.44.34.456 W002.47.57.303
EGR312     N053.44.34.456 W002.47.57.303 N053.44.35.823 W002.47.39.739
EGR312     N053.44.35.823 W002.47.39.739 N053.44.38.089 W002.47.22.444
EGR312     N053.44.38.089 W002.47.22.444 N053.44.41.236 W002.47.05.549
EGR312     N053.44.41.236 W002.47.05.549 N053.44.45.243 W002.46.49.182
EGR312     N053.44.45.243 W002.46.49.182 N053.44.50.077 W002.46.33.468
EGR312     N053.44.50.077 W002.46.33.468 N053.44.55.701 W002.46.18.528
EGR312     N053.44.55.701 W002.46.18.528 N053.45.02.074 W002.46.04.473
EGR312     N053.45.02.074 W002.46.04.473 N053.45.09.147 W002.45.51.412
EGR312     N053.45.09.147 W002.45.51.412 N053.45.16.865 W002.45.39.444
EGR312     N053.45.16.865 W002.45.39.444 N053.45.25.170 W002.45.28.660
EGR312     N053.45.25.170 W002.45.28.660 N053.45.34.000 W002.45.19.141
EGR312     N053.45.34.000 W002.45.19.141 N053.45.43.285 W002.45.10.961
EGR312     N053.45.43.285 W002.45.10.961 N053.45.52.957 W002.45.04.182
EGR312     N053.45.52.957 W002.45.04.182 N053.46.02.941 W002.44.58.855
EGR312     N053.46.02.941 W002.44.58.855 N053.46.13.162 W002.44.55.021
EGR312     N053.46.13.162 W002.44.55.021 N053.46.23.541 W002.44.52.708
EGR312     N053.46.23.541 W002.44.52.708 N053.46.34.000 W002.44.51.936
EGR312     N053.46.34.000 W002.44.51.936 N053.46.34.000 W002.44.51.936
;EGR313
EGR313     N053.18.28.001 W000.24.40.920 N053.19.20.095 W000.24.48.548
EGR313     N053.19.20.095 W000.24.48.548 N053.19.45.647 W000.24.58.028
EGR313     N053.19.45.647 W000.24.58.028 N053.20.10.607 W000.25.11.199
EGR313     N053.20.10.607 W000.25.11.199 N053.20.34.786 W000.25.27.961
EGR313     N053.20.34.786 W000.25.27.961 N053.20.58.001 W000.25.48.186
EGR313     N053.20.58.001 W000.25.48.186 N053.21.20.074 W000.26.11.720
EGR313     N053.21.20.074 W000.26.11.720 N053.21.40.837 W000.26.38.384
EGR313     N053.21.40.837 W000.26.38.384 N053.22.00.133 W000.27.07.976
EGR313     N053.22.00.133 W000.27.07.976 N053.22.17.814 W000.27.40.269
EGR313     N053.22.17.814 W000.27.40.269 N053.22.33.746 W000.28.15.018
EGR313     N053.22.33.746 W000.28.15.018 N053.22.47.808 W000.28.51.960
EGR313     N053.22.47.808 W000.28.51.960 N053.22.59.893 W000.29.30.811
EGR313     N053.22.59.893 W000.29.30.811 N053.23.09.909 W000.30.11.278
EGR313     N053.23.09.909 W000.30.11.278 N053.23.17.779 W000.30.53.051
EGR313     N053.23.17.779 W000.30.53.051 N053.23.23.443 W000.31.35.814
EGR313     N053.23.23.443 W000.31.35.814 N053.23.26.859 W000.32.19.240
EGR313     N053.23.26.859 W000.32.19.240 N053.23.28.001 W000.33.02.999
EGR313     N053.23.28.001 W000.33.02.999 N053.23.26.859 W000.33.46.758
EGR313     N053.23.26.859 W000.33.46.758 N053.23.23.443 W000.34.30.184
EGR313     N053.23.23.443 W000.34.30.184 N053.23.17.779 W000.35.12.946
EGR313     N053.23.17.779 W000.35.12.946 N053.23.09.909 W000.35.54.720
EGR313     N053.23.09.909 W000.35.54.720 N053.22.59.893 W000.36.35.186
EGR313     N053.22.59.893 W000.36.35.186 N053.22.47.808 W000.37.14.038
EGR313     N053.22.47.808 W000.37.14.038 N053.22.33.746 W000.37.50.979
EGR313     N053.22.33.746 W000.37.50.979 N053.22.17.814 W000.38.25.729
EGR313     N053.22.17.814 W000.38.25.729 N053.22.00.133 W000.38.58.022
EGR313     N053.22.00.133 W000.38.58.022 N053.21.40.837 W000.39.27.613
EGR313     N053.21.40.837 W000.39.27.613 N053.21.20.074 W000.39.54.277
EGR313     N053.21.20.074 W000.39.54.277 N053.20.58.001 W000.40.17.811
EGR313     N053.20.58.001 W000.40.17.811 N053.20.34.786 W000.40.38.036
EGR313     N053.20.34.786 W000.40.38.036 N053.20.10.607 W000.40.54.798
EGR313     N053.20.10.607 W000.40.54.798 N053.19.45.647 W000.41.07.969
EGR313     N053.19.45.647 W000.41.07.969 N053.19.20.095 W000.41.17.449
EGR313     N053.19.20.095 W000.41.17.449 N053.18.54.148 W000.41.23.167
EGR313     N053.18.54.148 W000.41.23.167 N053.18.28.001 W000.41.25.077
EGR313     N053.18.28.001 W000.41.25.077 N053.18.01.854 W000.41.23.167
EGR313     N053.18.01.854 W000.41.23.167 N053.17.35.906 W000.41.17.449
EGR313     N053.17.35.906 W000.41.17.449 N053.17.10.355 W000.41.07.969
EGR313     N053.17.10.355 W000.41.07.969 N053.16.45.395 W000.40.54.798
EGR313     N053.16.45.395 W000.40.54.798 N053.16.21.215 W000.40.38.036
EGR313     N053.16.21.215 W000.40.38.036 N053.15.58.001 W000.40.17.811
EGR313     N053.15.58.001 W000.40.17.811 N053.15.35.928 W000.39.54.277
EGR313     N053.15.35.928 W000.39.54.277 N053.15.15.165 W000.39.27.613
EGR313     N053.15.15.165 W000.39.27.613 N053.14.55.869 W000.38.58.022
EGR313     N053.14.55.869 W000.38.58.022 N053.14.38.187 W000.38.25.729
EGR313     N053.14.38.187 W000.38.25.729 N053.14.22.255 W000.37.50.979
EGR313     N053.14.22.255 W000.37.50.979 N053.14.08.193 W000.37.14.038
EGR313     N053.14.08.193 W000.37.14.038 N053.13.56.108 W000.36.35.186
EGR313     N053.13.56.108 W000.36.35.186 N053.13.46.093 W000.35.54.720
EGR313     N053.13.46.093 W000.35.54.720 N053.13.38.223 W000.35.12.946
EGR313     N053.13.38.223 W000.35.12.946 N053.13.32.558 W000.34.30.184
EGR313     N053.13.32.558 W000.34.30.184 N053.13.29.142 W000.33.46.758
EGR313     N053.13.29.142 W000.33.46.758 N053.13.28.001 W000.33.02.999
EGR313     N053.13.28.001 W000.33.02.999 N053.13.29.142 W000.32.19.240
EGR313     N053.13.29.142 W000.32.19.240 N053.13.32.558 W000.31.35.814
EGR313     N053.13.32.558 W000.31.35.814 N053.13.38.223 W000.30.53.051
EGR313     N053.13.38.223 W000.30.53.051 N053.13.46.093 W000.30.11.278
EGR313     N053.13.46.093 W000.30.11.278 N053.13.56.108 W000.29.30.811
EGR313     N053.13.56.108 W000.29.30.811 N053.14.08.193 W000.28.51.960
EGR313     N053.14.08.193 W000.28.51.960 N053.14.22.255 W000.28.15.018
EGR313     N053.14.22.255 W000.28.15.018 N053.14.38.187 W000.27.40.269
EGR313     N053.14.38.187 W000.27.40.269 N053.14.55.869 W000.27.07.976
EGR313     N053.14.55.869 W000.27.07.976 N053.15.15.165 W000.26.38.384
EGR313     N053.15.15.165 W000.26.38.384 N053.15.35.928 W000.26.11.720
EGR313     N053.15.35.928 W000.26.11.720 N053.15.58.001 W000.25.48.186
EGR313     N053.15.58.001 W000.25.48.186 N053.16.21.215 W000.25.27.961
EGR313     N053.16.21.215 W000.25.27.961 N053.16.45.395 W000.25.11.199
EGR313     N053.16.45.395 W000.25.11.199 N053.17.10.355 W000.24.58.028
EGR313     N053.17.10.355 W000.24.58.028 N053.17.35.906 W000.24.48.548
EGR313     N053.17.35.906 W000.24.48.548 N053.18.01.854 W000.24.42.831
EGR313     N053.18.01.854 W000.24.42.831 N053.18.28.001 W000.24.40.920
EGR313     N053.18.28.001 W000.24.40.920 N053.18.28.001 W000.24.40.920
;EGR315
EGR315     N053.58.36.998 W000.48.59.956 N053.58.57.836 W000.49.03.055
EGR315     N053.58.57.836 W000.49.03.055 N053.59.08.057 W000.49.06.908
EGR315     N053.59.08.057 W000.49.06.908 N053.59.18.041 W000.49.12.261
EGR315     N053.59.18.041 W000.49.12.261 N053.59.27.713 W000.49.19.073
EGR315     N053.59.27.713 W000.49.19.073 N053.59.36.998 W000.49.27.292
EGR315     N053.59.36.998 W000.49.27.292 N053.59.45.828 W000.49.36.856
EGR315     N053.59.45.828 W000.49.36.856 N053.59.54.133 W000.49.47.693
EGR315     N053.59.54.133 W000.49.47.693 N054.00.01.851 W000.49.59.718
EGR315     N054.00.01.851 W000.49.59.718 N054.00.08.924 W000.50.12.842
EGR315     N054.00.08.924 W000.50.12.842 N054.00.15.297 W000.50.26.964
EGR315     N054.00.15.297 W000.50.26.964 N054.00.20.921 W000.50.41.977
EGR315     N054.00.20.921 W000.50.41.977 N054.00.25.755 W000.50.57.766
EGR315     N054.00.25.755 W000.50.57.766 N054.00.29.762 W000.51.14.212
EGR315     N054.00.29.762 W000.51.14.212 N054.00.32.909 W000.51.31.189
EGR315     N054.00.32.909 W000.51.31.189 N054.00.35.175 W000.51.48.567
EGR315     N054.00.35.175 W000.51.48.567 N054.00.36.542 W000.52.06.215
EGR315     N054.00.36.542 W000.52.06.215 N054.00.36.998 W000.52.23.999
EGR315     N054.00.36.998 W000.52.23.999 N054.00.36.542 W000.52.41.782
EGR315     N054.00.36.542 W000.52.41.782 N054.00.35.175 W000.52.59.431
EGR315     N054.00.35.175 W000.52.59.431 N054.00.32.909 W000.53.16.809
EGR315     N054.00.32.909 W000.53.16.809 N054.00.29.762 W000.53.33.786
EGR315     N054.00.29.762 W000.53.33.786 N054.00.25.755 W000.53.50.231
EGR315     N054.00.25.755 W000.53.50.231 N054.00.20.921 W000.54.06.020
EGR315     N054.00.20.921 W000.54.06.020 N054.00.15.297 W000.54.21.033
EGR315     N054.00.15.297 W000.54.21.033 N054.00.08.924 W000.54.35.155
EGR315     N054.00.08.924 W000.54.35.155 N054.00.01.851 W000.54.48.279
EGR315     N054.00.01.851 W000.54.48.279 N053.59.54.133 W000.55.00.305
EGR315     N053.59.54.133 W000.55.00.305 N053.59.45.828 W000.55.11.141
EGR315     N053.59.45.828 W000.55.11.141 N053.59.36.998 W000.55.20.705
EGR315     N053.59.36.998 W000.55.20.705 N053.59.27.713 W000.55.28.925
EGR315     N053.59.27.713 W000.55.28.925 N053.59.18.041 W000.55.35.737
EGR315     N053.59.18.041 W000.55.35.737 N053.59.08.057 W000.55.41.089
EGR315     N053.59.08.057 W000.55.41.089 N053.58.57.836 W000.55.44.942
EGR315     N053.58.57.836 W000.55.44.942 N053.58.47.457 W000.55.47.266
EGR315     N053.58.47.457 W000.55.47.266 N053.58.36.998 W000.55.48.042
EGR315     N053.58.36.998 W000.55.48.042 N053.58.26.540 W000.55.47.266
EGR315     N053.58.26.540 W000.55.47.266 N053.58.16.161 W000.55.44.942
EGR315     N053.58.16.161 W000.55.44.942 N053.58.05.940 W000.55.41.089
EGR315     N053.58.05.940 W000.55.41.089 N053.57.55.956 W000.55.35.737
EGR315     N053.57.55.956 W000.55.35.737 N053.57.46.284 W000.55.28.925
EGR315     N053.57.46.284 W000.55.28.925 N053.57.36.998 W000.55.20.705
EGR315     N053.57.36.998 W000.55.20.705 N053.57.28.169 W000.55.11.141
EGR315     N053.57.28.169 W000.55.11.141 N053.57.19.864 W000.55.00.305
EGR315     N053.57.19.864 W000.55.00.305 N053.57.12.146 W000.54.48.279
EGR315     N053.57.12.146 W000.54.48.279 N053.57.05.073 W000.54.35.155
EGR315     N053.57.05.073 W000.54.35.155 N053.56.58.700 W000.54.21.033
EGR315     N053.56.58.700 W000.54.21.033 N053.56.53.075 W000.54.06.020
EGR315     N053.56.53.075 W000.54.06.020 N053.56.48.241 W000.53.50.231
EGR315     N053.56.48.241 W000.53.50.231 N053.56.44.235 W000.53.33.786
EGR315     N053.56.44.235 W000.53.33.786 N053.56.41.087 W000.53.16.809
EGR315     N053.56.41.087 W000.53.16.809 N053.56.38.821 W000.52.59.431
EGR315     N053.56.38.821 W000.52.59.431 N053.56.37.455 W000.52.41.782
EGR315     N053.56.37.455 W000.52.41.782 N053.56.36.998 W000.52.23.999
EGR315     N053.56.36.998 W000.52.23.999 N053.56.37.455 W000.52.06.215
EGR315     N053.56.37.455 W000.52.06.215 N053.56.38.821 W000.51.48.567
EGR315     N053.56.38.821 W000.51.48.567 N053.56.41.087 W000.51.31.189
EGR315     N053.56.41.087 W000.51.31.189 N053.56.44.235 W000.51.14.212
EGR315     N053.56.44.235 W000.51.14.212 N053.56.48.241 W000.50.57.766
EGR315     N053.56.48.241 W000.50.57.766 N053.56.53.075 W000.50.41.977
EGR315     N053.56.53.075 W000.50.41.977 N053.56.58.700 W000.50.26.964
EGR315     N053.56.58.700 W000.50.26.964 N053.57.05.073 W000.50.12.842
EGR315     N053.57.05.073 W000.50.12.842 N053.57.12.146 W000.49.59.718
EGR315     N053.57.12.146 W000.49.59.718 N053.57.19.864 W000.49.47.693
EGR315     N053.57.19.864 W000.49.47.693 N053.57.28.169 W000.49.36.856
EGR315     N053.57.28.169 W000.49.36.856 N053.57.36.998 W000.49.27.292
EGR315     N053.57.36.998 W000.49.27.292 N053.57.46.284 W000.49.19.073
EGR315     N053.57.46.284 W000.49.19.073 N053.57.55.956 W000.49.12.261
EGR315     N053.57.55.956 W000.49.12.261 N053.58.05.940 W000.49.06.908
EGR315     N053.58.05.940 W000.49.06.908 N053.58.16.161 W000.49.03.055
EGR315     N053.58.16.161 W000.49.03.055 N053.58.26.540 W000.49.00.732
EGR315     N053.58.26.540 W000.49.00.732 N053.58.36.998 W000.48.59.956
EGR315     N053.58.36.998 W000.48.59.956 N053.58.36.998 W000.48.59.956
;EGR319
EGR319     N053.29.34.001 W002.13.09.146 N053.29.44.420 W002.13.10.678
EGR319     N053.29.44.420 W002.13.10.678 N053.29.49.530 W002.13.12.582
EGR319     N053.29.49.530 W002.13.12.582 N053.29.54.522 W002.13.15.228
EGR319     N053.29.54.522 W002.13.15.228 N053.29.59.358 W002.13.18.595
EGR319     N053.29.59.358 W002.13.18.595 N053.30.04.001 W002.13.22.658
EGR319     N053.30.04.001 W002.13.22.658 N053.30.08.415 W002.13.27.385
EGR319     N053.30.08.415 W002.13.27.385 N053.30.12.568 W002.13.32.741
EGR319     N053.30.12.568 W002.13.32.741 N053.30.16.427 W002.13.38.685
EGR319     N053.30.16.427 W002.13.38.685 N053.30.19.963 W002.13.45.172
EGR319     N053.30.19.963 W002.13.45.172 N053.30.23.150 W002.13.52.152
EGR319     N053.30.23.150 W002.13.52.152 N053.30.25.962 W002.13.59.573
EGR319     N053.30.25.962 W002.13.59.573 N053.30.28.379 W002.14.07.377
EGR319     N053.30.28.379 W002.14.07.377 N053.30.30.382 W002.14.15.505
EGR319     N053.30.30.382 W002.14.15.505 N053.30.31.956 W002.14.23.896
EGR319     N053.30.31.956 W002.14.23.896 N053.30.33.089 W002.14.32.486
EGR319     N053.30.33.089 W002.14.32.486 N053.30.33.772 W002.14.41.209
EGR319     N053.30.33.772 W002.14.41.209 N053.30.34.001 W002.14.49.999
EGR319     N053.30.34.001 W002.14.49.999 N053.30.33.772 W002.14.58.789
EGR319     N053.30.33.772 W002.14.58.789 N053.30.33.089 W002.15.07.512
EGR319     N053.30.33.089 W002.15.07.512 N053.30.31.956 W002.15.16.102
EGR319     N053.30.31.956 W002.15.16.102 N053.30.30.382 W002.15.24.493
EGR319     N053.30.30.382 W002.15.24.493 N053.30.28.379 W002.15.32.622
EGR319     N053.30.28.379 W002.15.32.622 N053.30.25.962 W002.15.40.426
EGR319     N053.30.25.962 W002.15.40.426 N053.30.23.150 W002.15.47.846
EGR319     N053.30.23.150 W002.15.47.846 N053.30.19.963 W002.15.54.826
EGR319     N053.30.19.963 W002.15.54.826 N053.30.16.427 W002.16.01.313
EGR319     N053.30.16.427 W002.16.01.313 N053.30.12.568 W002.16.07.257
EGR319     N053.30.12.568 W002.16.07.257 N053.30.08.415 W002.16.12.613
EGR319     N053.30.08.415 W002.16.12.613 N053.30.04.001 W002.16.17.341
EGR319     N053.30.04.001 W002.16.17.341 N053.29.59.358 W002.16.21.403
EGR319     N053.29.59.358 W002.16.21.403 N053.29.54.522 W002.16.24.770
EGR319     N053.29.54.522 W002.16.24.770 N053.29.49.530 W002.16.27.416
EGR319     N053.29.49.530 W002.16.27.416 N053.29.44.420 W002.16.29.320
EGR319     N053.29.44.420 W002.16.29.320 N053.29.39.230 W002.16.30.469
EGR319     N053.29.39.230 W002.16.30.469 N053.29.34.001 W002.16.30.852
EGR319     N053.29.34.001 W002.16.30.852 N053.29.28.771 W002.16.30.469
EGR319     N053.29.28.771 W002.16.30.469 N053.29.23.582 W002.16.29.320
EGR319     N053.29.23.582 W002.16.29.320 N053.29.18.472 W002.16.27.416
EGR319     N053.29.18.472 W002.16.27.416 N053.29.13.480 W002.16.24.770
EGR319     N053.29.13.480 W002.16.24.770 N053.29.08.644 W002.16.21.403
EGR319     N053.29.08.644 W002.16.21.403 N053.29.04.001 W002.16.17.341
EGR319     N053.29.04.001 W002.16.17.341 N053.28.59.586 W002.16.12.613
EGR319     N053.28.59.586 W002.16.12.613 N053.28.55.434 W002.16.07.257
EGR319     N053.28.55.434 W002.16.07.257 N053.28.51.574 W002.16.01.313
EGR319     N053.28.51.574 W002.16.01.313 N053.28.48.038 W002.15.54.826
EGR319     N053.28.48.038 W002.15.54.826 N053.28.44.852 W002.15.47.846
EGR319     N053.28.44.852 W002.15.47.846 N053.28.42.039 W002.15.40.426
EGR319     N053.28.42.039 W002.15.40.426 N053.28.39.622 W002.15.32.622
EGR319     N053.28.39.622 W002.15.32.622 N053.28.37.619 W002.15.24.493
EGR319     N053.28.37.619 W002.15.24.493 N053.28.36.045 W002.15.16.102
EGR319     N053.28.36.045 W002.15.16.102 N053.28.34.912 W002.15.07.512
EGR319     N053.28.34.912 W002.15.07.512 N053.28.34.229 W002.14.58.789
EGR319     N053.28.34.229 W002.14.58.789 N053.28.34.001 W002.14.49.999
EGR319     N053.28.34.001 W002.14.49.999 N053.28.34.229 W002.14.41.209
EGR319     N053.28.34.229 W002.14.41.209 N053.28.34.912 W002.14.32.486
EGR319     N053.28.34.912 W002.14.32.486 N053.28.36.045 W002.14.23.896
EGR319     N053.28.36.045 W002.14.23.896 N053.28.37.619 W002.14.15.505
EGR319     N053.28.37.619 W002.14.15.505 N053.28.39.622 W002.14.07.377
EGR319     N053.28.39.622 W002.14.07.377 N053.28.42.039 W002.13.59.573
EGR319     N053.28.42.039 W002.13.59.573 N053.28.44.852 W002.13.52.152
EGR319     N053.28.44.852 W002.13.52.152 N053.28.48.038 W002.13.45.172
EGR319     N053.28.48.038 W002.13.45.172 N053.28.51.574 W002.13.38.685
EGR319     N053.28.51.574 W002.13.38.685 N053.28.55.434 W002.13.32.741
EGR319     N053.28.55.434 W002.13.32.741 N053.28.59.586 W002.13.27.385
EGR319     N053.28.59.586 W002.13.27.385 N053.29.04.001 W002.13.22.658
EGR319     N053.29.04.001 W002.13.22.658 N053.29.08.644 W002.13.18.595
EGR319     N053.29.08.644 W002.13.18.595 N053.29.13.480 W002.13.15.228
